,Name,Location,Magnitude,URL
1199,"M 1.7 - 35 km NE of Paxson, Alaska","35 km NE of Paxson, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256veriz
694,"M 1.7 - 7 km W of Lindsay, Texas","7 km W of Lindsay, Texas",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025akmz
1222,"M 1.7 - 27 km SSE of Skwentna, Alaska","27 km SSE of Skwentna, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256uj6av
1057,"M 1.7 - 78 km N of Rachel, Nevada","78 km N of Rachel, Nevada",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891413
1681,"M 1.7 - 34 km SSE of Midland, Texas","34 km SSE of Midland, Texas",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025adoe
247,"M 1.7 - 17 km WSW of Trapper Creek, Alaska","17 km WSW of Trapper Creek, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dgpy97
251,"M 1.7 - 30 km SW of Petersville, Alaska","30 km SW of Petersville, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dgd2dc
1000,"M 1.7 - 20 km N of Fishhook, Alaska","20 km N of Fishhook, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258ic6fz
269,"M 1.7 - 36 km NE of Paxson, Alaska","36 km NE of Paxson, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025df4uh4
1175,"M 1.7 - 37 km NNW of Toyah, Texas","37 km NNW of Toyah, Texas",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025agxt
312,"M 1.7 - 8 km NNW of Big Lake, Alaska","8 km NNW of Big Lake, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dcn5ka
1092,"M 1.7 - 58 km ENE of Susitna North, Alaska","58 km ENE of Susitna North, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258cok9y
1144,"M 1.7 - 7 km N of Point Possession, Alaska","7 km N of Point Possession, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256zv8of
1109,"M 1.7 - 36 km NW of Toyah, Texas","36 km NW of Toyah, Texas",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ahom
1174,"M 1.7 - 15 km NE of Yerington, Nevada","15 km NE of Yerington, Nevada",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891395
276,"M 1.7 - 7 km SSW of Willow, Alaska","7 km SSW of Willow, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dewy0i
632,"M 1.7 - 12 km ENE of Fox, Alaska","12 km ENE of Fox, Alaska",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025bkz0br
615,"M 1.7 - 17 km NE of Yerington, Nevada","17 km NE of Yerington, Nevada",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891503
649,"M 1.7 - 5 km SSE of Gardendale, Texas","5 km SSE of Gardendale, Texas",1.7,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025akvf
1190,"M 1.7 - 4 km W of Cobb, CA","4 km W of Cobb, CA",1.68,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112881
71,"M 1.7 - 14 km SSE of Santa Barbara, CA","14 km SSE of Santa Barbara, CA",1.68,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836407
438,"M 1.7 - 2 km SSE of San Germán, Puerto Rico","2 km SSE of San Germán, Puerto Rico",1.68,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470353
1717,"M 1.7 - 38 km WSW of Ludlow, CA","38 km WSW of Ludlow, CA",1.67,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832495
1730,"M 1.7 - 44 km NNW of Los Algodones, B.C., MX","44 km NNW of Los Algodones, B.C., MX",1.67,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832455
1652,"M 1.7 - 2 km N of Enetai, Washington","2 km N of Enetai, Washington",1.67,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069566
457,"M 1.7 - 5 km WNW of The Geysers, CA","5 km WNW of The Geysers, CA",1.67,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114071
808,"M 1.7 - 2 km N of Bryant, Washington","2 km N of Bryant, Washington",1.67,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061532
259,"M 1.7 - 6 km NNW of The Geysers, CA","6 km NNW of The Geysers, CA",1.66,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114476
369,"M 1.7 - 5 km NNW of The Geysers, CA","5 km NNW of The Geysers, CA",1.65,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114276
817,"M 1.7 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",1.65,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113461
88,"M 1.7 - 3 km S of Utuado, Puerto Rico","3 km S of Utuado, Puerto Rico",1.65,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470483
346,"M 1.7 - 6 km NNW of Smiths Ferry, Idaho","6 km NNW of Smiths Ferry, Idaho",1.65,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070538
1344,"M 1.6 - 13 km SSW of East Hope, Idaho","13 km SSW of East Hope, Idaho",1.64,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070218
1428,"M 1.6 Explosion - 7 km SW of Dayton, Washington","7 km SW of Dayton, Washington",1.6300000000000001,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069606
752,"M 1.6 - 38 km ENE of Trona, CA","38 km ENE of Trona, CA",1.63,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834479
1519,"M 1.6 - 19 km W of Delta, B.C., MX","19 km W of Delta, B.C., MX",1.62,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832975
1678,"M 1.6 - 3 km ENE of Moreno Valley, CA","3 km ENE of Moreno Valley, CA",1.61,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832647
104,"M 1.6 - 14 km NNE of Marysville, Montana","14 km NNE of Marysville, Montana",1.61,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070553
1136,"M 1.6 - 19 km NNW of Leadore, Idaho","19 km NNW of Leadore, Idaho",1.61,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070113
1111,"M 1.6 - 56 km WSW of Adak, Alaska","56 km WSW of Adak, Alaska",1.61,https://earthquake.usgs.gov/earthquakes/eventpage/av93445006
113,"M 1.6 - 17 km E of Beluga, Alaska","17 km E of Beluga, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025eyf0hp
1055,"M 1.6 - 64 km WNW of Beluga, Alaska","64 km WNW of Beluga, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258en288
2,"M 1.6 - 19 km W of Ninilchik, Alaska","19 km W of Ninilchik, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f66o2x
1470,"M 1.6 - 27 km SSW of Glacier View, Alaska","27 km SSW of Glacier View, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025578fcx
1460,"M 1.6 - 23 km W of Minto, Alaska","23 km W of Minto, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak02558fjok
1703,"M 1.6 - 26 km WSW of Tyonek, Alaska","26 km WSW of Tyonek, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253n5x0g
1172,"M 1.6 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891398
343,"M 1.6 - 48 km E of Fort Bidwell, California","48 km E of Fort Bidwell, California",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891602
1160,"M 1.6 - 34 km WNW of Ninilchik, Alaska","34 km WNW of Ninilchik, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256ypjau
193,"M 1.6 - 21 km SSW of Susitna, Alaska","21 km SSW of Susitna, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dkc66i
250,"M 1.6 - 5 km E of Big Lake, Alaska","5 km E of Big Lake, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dgnqm8
348,"M 1.6 - 22 km WNW of Willow, Alaska","22 km WNW of Willow, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025d9toz8
1232,"M 1.6 - 59 km SSE of Denali National Park, Alaska","59 km SSE of Denali National Park, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256tiu6b
396,"M 1.6 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025amqw
1017,"M 1.6 - 61 km S of Whites City, New Mexico","61 km S of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aihm
378,"M 1.6 - 19 km SE of Spanish Springs, Nevada","19 km SE of Spanish Springs, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891571
975,"M 1.6 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aiqc
985,"M 1.6 - 21 km ESE of Tres Pinos, CA","21 km ESE of Tres Pinos, CA",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113151
663,"M 1.6 - 46 km NW of Rampart, Alaska","46 km NW of Rampart, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a9cpcp
690,"M 1.6 - 47 km NW of Toyah, Texas","47 km NW of Toyah, Texas",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aknd
142,"M 1.6 - 12 km E of Hawthorne, Nevada","12 km E of Hawthorne, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891623
243,"M 1.6 - 17 km NE of Yerington, Nevada","17 km NE of Yerington, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891586
1227,"M 1.6 - 6 km SSW of Willow, Alaska","6 km SSW of Willow, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256tz921
1690,"M 1.6 - 35 km NNW of Valdez, Alaska","35 km NNW of Valdez, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253noxyq
332,"M 1.6 - 14 km NNE of Point Possession, Alaska","14 km NNE of Point Possession, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dariox
1197,"M 1.6 - 34 km SSE of Denali National Park, Alaska","34 km SSE of Denali National Park, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256vtixf
626,"M 1.6 - 35 km WSW of Ackerly, Texas","35 km WSW of Ackerly, Texas",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025albh
187,"M 1.6 - 8 km WNW of Petersville, Alaska","8 km WNW of Petersville, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dkin9i
1304,"M 1.6 - 63 km NNE of Petersville, Alaska","63 km NNE of Petersville, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256qen99
1311,"M 1.6 - 10 km W of Beluga, Alaska","10 km W of Beluga, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256psnzq
1271,"M 1.6 - 23 km NE of Yerington, Nevada","23 km NE of Yerington, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891379
136,"M 1.6 - 57 km S of Whites City, New Mexico","57 km S of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aotn
1270,"M 1.6 - 62 km SSW of Whites City, New Mexico","62 km SSW of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025agfe
1642,"M 1.6 - 23 km NNE of Yerington, Nevada","23 km NNE of Yerington, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891281
1265,"M 1.6 - 60 km S of Glacier View, Alaska","60 km S of Glacier View, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256rq8h5
73,"M 1.6 - 20 km SSW of Susitna North, Alaska","20 km SSW of Susitna North, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f0pql5
1349,"M 1.6 - 38 km NNE of Chenega, Alaska","38 km NNE of Chenega, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256nj0yn
851,"M 1.6 - 66 km WNW of Tyonek, Alaska","66 km WNW of Tyonek, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259z5c3c
1350,"M 1.6 - 5 km WSW of Point MacKenzie, Alaska","5 km WSW of Point MacKenzie, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256nh370
1360,"M 1.6 - 4 km SSW of Houston, Alaska","4 km SSW of Houston, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256myruu
684,"M 1.6 - 71 km ESE of Denali National Park, Alaska","71 km ESE of Denali National Park, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a83seq
1347,"M 1.6 - 4 km NNW of Big Lake, Alaska","4 km NNW of Big Lake, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256njt6d
1481,"M 1.6 - 31 km NNW of Petersville, Alaska","31 km NNW of Petersville, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak02556ok8r
855,"M 1.6 - 75 km WNW of Beluga, Alaska","75 km WNW of Beluga, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259z32jg
1566,"M 1.6 - 57 km NW of Toyah, Texas","57 km NW of Toyah, Texas",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aeev
157,"M 1.6 - 37 km SSE of Goldfield, Nevada","37 km SSE of Goldfield, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891620
148,"M 1.6 - 8 km NE of Milpitas, CA","8 km NE of Milpitas, CA",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114686
152,"M 1.6 - 40 km WNW of Tyonek, Alaska","40 km WNW of Tyonek, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dm71ut
753,"M 1.6 - 23 km WNW of Central, Alaska","23 km WNW of Central, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a41pto
729,"M 1.6 - 8 km NNE of Toyah, Texas","8 km NNE of Toyah, Texas",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025akfo
221,"M 1.6 - 17 km S of Funny River, Alaska","17 km S of Funny River, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025di56j6
1408,"M 1.6 - 33 km WNW of Valdez, Alaska","33 km WNW of Valdez, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0255b9pzo
1517,"M 1.6 - 37 km NW of Eureka Roadhouse, Alaska","37 km NW of Eureka Roadhouse, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak02554slbg
736,"M 1.6 - 41 km NW of Beluga, Alaska","41 km NW of Beluga, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a587zd
170,"M 1.6 - 33 km WSW of Alamo, Nevada","33 km WSW of Alamo, Nevada",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891619
1527,"M 1.6 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aekg
698,"M 1.6 - 36 km W of Nikiski, Alaska","36 km W of Nikiski, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a7lbkh
291,"M 1.6 - 13 km WSW of Tyonek, Alaska","13 km WSW of Tyonek, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025ddc7l2
280,"M 1.6 - 7 km SE of Clam Gulch, Alaska","7 km SE of Clam Gulch, Alaska",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025de9uyd
270,"M 1.6 - 20 km ENE of Falls City, Texas","20 km ENE of Falls City, Texas",1.6,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025anrw
29,"M 1.6 - 3 km W of Anderson Springs, CA","3 km W of Anderson Springs, CA",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114896
283,"M 1.6 - 2 km NW of Kenilworth, Utah","2 km NW of Kenilworth, Utah",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099371
405,"M 1.6 - 1 km SW of Pāhala, Hawaii","1 km SW of Pāhala, Hawaii",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/hv74586667
426,"M 1.6 - 67 km WNW of Beluga, Alaska","67 km WNW of Beluga, Alaska",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/av93447686
481,"M 1.6 - 9 km NE of Thousand Palms, CA","9 km NE of Thousand Palms, CA",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835351
1137,"M 1.6 - 16 km NNE of Barstow, CA","16 km NNE of Barstow, CA",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833911
1704,"M 1.6 - 13 km SSE of Home Gardens, CA","13 km SSE of Home Gardens, CA",1.59,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832511
886,"M 1.6 - 11 km W of Johannesburg, CA","11 km W of Johannesburg, CA",1.58,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834327
1556,"M 1.6 - 3 km E of The Geysers, CA","3 km E of The Geysers, CA",1.57,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112371
1580,"M 1.6 - 3 km E of Boonville, CA","3 km E of Boonville, CA",1.57,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112346
1720,"M 1.6 - 2 km ESE of La Parguera, Puerto Rico","2 km ESE of La Parguera, Puerto Rico",1.56,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470003
398,"M 1.6 Quarry Blast - 8 km WSW of Townsend, Montana","8 km WSW of Townsend, Montana",1.56,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070378
262,"M 1.6 - 18 km SSE of Mossyrock, Washington","18 km SSE of Mossyrock, Washington",1.56,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061802
658,"M 1.6 - 0 km S of Tres Pinos, CA","0 km S of Tres Pinos, CA",1.55,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113776
1269,"M 1.6 - 9 km N of Pāhala, Hawaii","9 km N of Pāhala, Hawaii",1.55,https://earthquake.usgs.gov/earthquakes/eventpage/hv74583592
677,"M 1.6 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",1.55,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113716
255,"M 1.6 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.55,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114486
437,"M 1.5 - 15 km E of Milford, Utah","15 km E of Milford, Utah",1.54,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099331
1676,"M 1.5 - 2 km WSW of Redwood Valley, CA","2 km WSW of Redwood Valley, CA",1.54,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112211
1569,"M 1.5 - 4 km WSW of Howardville, Missouri","4 km WSW of Howardville, Missouri",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/nm60596031
1443,"M 1.5 - 4 km ESE of Big Bear City, CA","4 km ESE of Big Bear City, CA",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833223
1291,"M 1.5 - 4 km S of Highland Park, CA","4 km S of Highland Park, CA",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833671
728,"M 1.5 - 3 km SSE of Aromas, CA","3 km SSE of Aromas, CA",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113591
966,"M 1.5 - 2 km NNE of The Geysers, CA","2 km NNE of The Geysers, CA",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113201
566,"M 1.5 - 23 km ESE of Little Lake, CA","23 km ESE of Little Lake, CA",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835207
748,"M 1.5 - 1 km NNE of Twin Bridges, Montana","1 km NNE of Twin Bridges, Montana",1.53,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070128
907,"M 1.5 - 5 km NW of Cobb, CA","5 km NW of Cobb, CA",1.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113316
1697,"M 1.5 - 2 km SSW of Pinnacles, CA","2 km SSW of Pinnacles, CA",1.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112186
210,"M 1.5 - 7 km  of Hollister, CA","7 km  of Hollister, CA",1.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114561
763,"M 1.5 - 21 km WNW of Stanley, Idaho","21 km WNW of Stanley, Idaho",1.52,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070413
253,"M 1.5 - 4 km E of La Parguera, Puerto Rico","4 km E of La Parguera, Puerto Rico",1.52,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470423
365,"M 1.5 - 22 km WNW of Stanley, Idaho","22 km WNW of Stanley, Idaho",1.51,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070473
667,"M 1.5 Quarry Blast - 5 km E of Butte, Montana","5 km E of Butte, Montana",1.51,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070153
1307,"M 1.5 - 44 km ESE of Beatty, Nevada","44 km ESE of Beatty, Nevada",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891377
235,"M 1.5 - 1 km ESE of Big Lake, Alaska","1 km ESE of Big Lake, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dhbe7v
342,"M 1.5 - 60 km NW of Toyah, Texas","60 km NW of Toyah, Texas",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025anbk
422,"M 1.5 - 8 km NNE of Toyah, Texas","8 km NNE of Toyah, Texas",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ammz
25,"M 1.5 - 29 km SE of Skwentna, Alaska","29 km SE of Skwentna, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f50fcy
94,"M 1.5 - 22 km NNW of Susitna, Alaska","22 km NNW of Susitna, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025ezhukl
1065,"M 1.5 - 18 km SE of Eureka Roadhouse, Alaska","18 km SE of Eureka Roadhouse, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258e4bbp
190,"M 1.5 - 53 km NW of Toyah, Texas","53 km NW of Toyah, Texas",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aojd
95,"M 1.5 - 46 km WNW of Nikiski, Alaska","46 km WNW of Nikiski, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025ezgw6s
1633,"M 1.5 - 4 km WSW of Howardville, Missouri","4 km WSW of Howardville, Missouri",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/nm60596026
1433,"M 1.5 - 13 km ESE of Smith, Nevada","13 km ESE of Smith, Nevada",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891347
320,"M 1.5 - 30 km WSW of Ackerly, Texas","30 km WSW of Ackerly, Texas",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025angi
1475,"M 1.5 - 24 km WSW of Manley Hot Springs, Alaska","24 km WSW of Manley Hot Springs, Alaska",1.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025570bz3
